2023-09-12 00:00:00,132.0
2023-09-12 00:05:00,131.0
2023-09-12 00:10:00,129.0
2023-09-12 00:15:00,128.0
2023-09-12 00:20:00,128.0
2023-09-12 00:25:00,129.0
2023-09-12 00:30:00,128.0
2023-09-12 00:35:00,127.0
2023-09-12 00:40:00,125.0
2023-09-12 00:45:00,123.0
2023-09-12 00:50:00,117.0
2023-09-12 00:55:00,110.0
2023-09-12 01:00:00,104.0
2023-09-12 01:05:00,98.0
2023-09-12 01:10:00,94.0
2023-09-12 01:15:00,92.0
2023-09-12 01:20:00,92.0
2023-09-12 01:25:00,86.0
2023-09-12 01:30:00,80.0
2023-09-12 01:35:00,74.0
2023-09-12 01:40:00,67.0
2023-09-12 01:45:00,64.0
2023-09-12 01:50:00,61.0
2023-09-12 01:55:00,62.166666666666664
2023-09-12 02:00:00,61.0
2023-09-12 02:05:00,61.0
2023-09-12 02:10:00,59.0
2023-09-12 02:15:00,57.0
2023-09-12 02:20:00,57.0
2023-09-12 02:25:00,57.0
2023-09-12 02:30:00,56.0
2023-09-12 02:35:00,55.0
2023-09-12 02:40:00,53.0
2023-09-12 02:45:00,52.0
2023-09-12 02:50:00,51.0
2023-09-12 02:55:00,51.8
2023-09-12 03:00:00,51.0
2023-09-12 03:05:00,53.4
2023-09-12 03:10:00,52.0
2023-09-12 03:15:00,53.0
2023-09-12 03:20:00,60.0
2023-09-12 03:25:00,60.0
2023-09-12 03:30:00,60.0
2023-09-12 03:35:00,59.0
2023-09-12 03:40:00,57.0
2023-09-12 03:45:00,57.0
2023-09-12 03:50:00,57.0
2023-09-12 03:55:00,58.0
2023-09-12 04:00:00,61.0
2023-09-12 04:05:00,62.0
2023-09-12 04:10:00,65.0
2023-09-12 04:15:00,68.0
2023-09-12 04:20:00,71.0
2023-09-12 04:25:00,71.0
2023-09-12 04:30:00,70.0
2023-09-12 04:35:00,72.0
2023-09-12 04:40:00,71.0
2023-09-12 04:45:00,73.0
2023-09-12 04:50:00,76.0
2023-09-12 04:55:00,79.0
2023-09-12 05:00:00,81.0
2023-09-12 05:05:00,82.0
2023-09-12 05:10:00,83.0
2023-09-12 05:15:00,88.0
2023-09-12 05:20:00,86.0
2023-09-12 05:25:00,81.0
2023-09-12 05:30:00,78.0
2023-09-12 05:35:00,82.33333333333333
2023-09-12 05:40:00,77.0
2023-09-12 05:45:00,84.0
2023-09-12 05:50:00,88.0
2023-09-12 05:55:00,90.0
2023-09-12 06:00:00,89.66666666666667
2023-09-12 06:05:00,92.0
2023-09-12 06:10:00,92.0
2023-09-12 06:15:00,92.0
2023-09-12 06:20:00,92.0
2023-09-12 06:25:00,93.0
2023-09-12 06:30:00,92.0
2023-09-12 06:35:00,92.6
2023-09-12 06:40:00,93.0
2023-09-12 06:45:00,93.0
2023-09-12 06:50:00,93.0
2023-09-12 06:55:00,93.0
2023-09-12 07:00:00,94.0
2023-09-12 07:05:00,96.0
2023-09-12 07:10:00,99.0
2023-09-12 07:15:00,100.0
2023-09-12 07:20:00,98.0
2023-09-12 07:25:00,96.0
2023-09-12 07:30:00,95.0
2023-09-12 07:35:00,96.0
2023-09-12 07:40:00,96.0
2023-09-12 07:45:00,97.0
2023-09-12 07:50:00,97.0
2023-09-12 07:55:00,99.0
2023-09-12 08:00:00,100.2
2023-09-12 08:05:00,102.4
2023-09-12 08:10:00,101.0
2023-09-12 08:15:00,107.0
2023-09-12 08:20:00,108.0
2023-09-12 08:25:00,107.0
2023-09-12 08:30:00,106.0
2023-09-12 08:35:00,106.0
2023-09-12 08:40:00,107.0
2023-09-12 08:45:00,108.0
2023-09-12 08:50:00,110.0
2023-09-12 08:55:00,114.0
2023-09-12 09:00:00,117.0
2023-09-12 09:05:00,116.0
2023-09-12 09:10:00,115.0
2023-09-12 09:15:00,113.0
2023-09-12 09:20:00,112.0
2023-09-12 09:25:00,114.0
2023-09-12 09:30:00,115.0
2023-09-12 09:35:00,117.0
2023-09-12 09:40:00,118.0
2023-09-12 09:45:00,119.0
2023-09-12 09:50:00,119.0
2023-09-12 09:55:00,119.0
2023-09-12 10:00:00,119.0
2023-09-12 10:05:00,120.0
2023-09-12 10:10:00,122.0
2023-09-12 10:15:00,122.0
2023-09-12 10:20:00,119.0
2023-09-12 10:25:00,115.0
2023-09-12 10:30:00,111.0
2023-09-12 10:35:00,111.0
2023-09-12 10:40:00,114.0
2023-09-12 10:45:00,107.33333333333333
